chr1	3092	3851	8.335225342	color=blue
chr1	3827	4997	7.130838943	color=blue
chr1	5026	5896	6.156378291	color=blue
chr1	5920	6394	6.026147347	color=blue
chr1	6527	7148	3.77330984	color=blue
chr1	7201	8650	4.946500124	color=blue
chr1	9155	9329	-1.706202674	color=blue
chr1	10317	10677	3.885852289	color=blue
chr1	11521	12184	5.016318266	color=blue
chr1	12415	13681	4.893409412	color=blue
chr1	13710	14097	-3.588007799	color=blue
chr1	14340	14601	0.989550167	color=blue
chr1	14682	15321	4.462137425	color=blue
chr1	16156	16528	6.839955186	color=blue
chr1	17704	19408	7.647301828	color=blue
chr1	19595	19772	0.987940831	color=blue
chr1	19881	20973	6.363003918	color=blue
chr1	21082	22177	7.541552817	color=blue
chr1	22216	23788	5.769491376	color=blue
chr1	23950	24181	1.080170235	color=blue
chr1	24298	24469	-3.162840485	color=blue
chr1	25298	25499	-1.682225802	color=blue
chr1	26461	26725	4.578243809	color=blue
chr1	27209	27485	5.466820637	color=blue
chr1	27705	28209	5.500401386	color=blue
chr1	28290	28638	4.657426204	color=blue
chr1	28663	28993	3.588503909	color=blue
chr1	29005	29554	4.936042788	color=blue
chr1	30240	30804	4.727489854	color=blue
chr1	30919	31753	9.994101021	color=blue
chr1	31893	32127	0.099524479	color=blue
chr1	32110	33097	6.415165899	color=blue
chr1	33104	33791	5.046667949	color=blue
chr1	33803	35384	7.350130213	color=blue
chr1	35479	36532	8.469058139	color=blue
chr1	36684	37950	5.591918091	color=blue
chr1	38206	38821	3.815783895	color=blue
chr1	38823	39759	7.385360059	color=blue
chr1	39952	40642	8.919840938	color=blue
chr1	40702	42049	9.982358685	color=blue
chr1	42011	42998	6.028971133	color=blue
chr1	43028	43733	4.099933963	color=blue
chr1	43766	44774	8.558084779	color=blue
chr1	44879	45305	4.048356328	color=blue
chr1	45335	45812	6.673609156	color=blue
chr1	45808	46354	5.949971294	color=blue
chr1	46361	48089	6.914611583	color=blue
chr1	48172	48637	5.526350406	color=blue
chr1	48753	50508	7.887811362	color=blue
chr1	50673	50931	7.622723994	color=blue
chr1	51105	51357	3.465075409	color=blue
chr1	51363	53040	10.08626778	color=blue
chr1	53165	53774	4.99157955	color=blue
chr1	54132	55635	4.936567263	color=blue
chr1	55864	56062	-1.307115891	color=blue
chr1	56042	57425	7.2487033	color=blue
chr1	57424	58438	6.787600877	color=blue
chr1	59019	59415	5.055600191	color=blue
chr1	59381	59642	5.658649204	color=blue
chr1	59711	59960	0.385773536	color=blue
chr1	60142	60496	0.040948342	color=blue
chr1	60498	60873	2.087083361	color=blue
chr1	60863	61187	1.202007662	color=blue
chr1	61398	61785	1.24900917	color=blue
chr1	61879	62173	0.936669795	color=blue
chr1	62169	62643	2.494999789	color=blue
chr1	62724	63012	-0.392661922	color=blue
chr1	63198	64239	7.141068416	color=blue
chr1	64469	64802	9.875883445	color=blue
chr1	65016	65268	0.614987039	color=blue
chr1	65278	65599	2.022838898	color=blue
chr1	65687	65924	1.231164353	color=blue
chr1	66079	67477	4.33968239	color=blue
chr1	67730	68207	5.555998226	color=blue
chr1	68384	70037	7.644078896	color=blue
chr1	70203	70764	6.593245795	color=blue
chr1	71311	72244	6.26863158	color=blue
chr1	72304	72784	8.083649047	color=blue
chr1	72789	73386	4.607200341	color=blue
chr1	73658	73961	1.442196395	color=blue
chr1	74294	74612	5.072715207	color=blue
chr1	74627	75317	6.123339285	color=blue
chr1	75331	76417	7.623336243	color=blue
chr1	76391	78677	8.538039914	color=blue
chr1	78624	78828	0.55894481	color=blue
chr1	79247	81326	8.873417865	color=blue
chr1	81303	81522	5.417837582	color=blue
chr1	81538	82543	5.802203304	color=blue
chr1	82678	84343	7.387946642	color=blue
chr1	84454	85660	5.879801795	color=blue
chr1	85986	86517	6.830041327	color=blue
chr1	86845	88075	7.362905273	color=blue
chr1	88108	89302	8.05339695	color=blue
chr1	89884	90589	5.507435496	color=blue
chr1	90572	91163	3.708904563	color=blue
chr1	91181	92633	5.373520002	color=blue
chr1	92648	93431	4.086817269	color=blue
chr1	93384	94056	3.807587899	color=blue
chr1	94052	95231	4.277468328	color=blue
chr1	95227	95431	1.486826344	color=blue
chr1	95399	96200	6.479774917	color=blue
chr1	96196	97222	7.135418706	color=blue
chr1	97649	98918	10.59697152	color=blue
chr1	99053	99866	8.546616169	color=blue
